"InvoiceNo","CustomerID","Quantity","UnitPrice","TotalSales","InvoiceDate"
"574964","13329.0","24","0.55","13.200000000000001","2011-11-08"
"574965","17964.0","1","2.08","2.08","2011-11-08"
"574966","14901.0","12","2.08","24.96","2011-11-08"
"574994","17870.0","4","4.95","19.8","2011-11-08"
"575003","15950.0","12","1.69","20.28","2011-11-08"
"575007","14140.0","12","1.65","19.799999999999997","2011-11-08"
"575017","17219.0","1","2.08","2.08","2011-11-08"
"575027","13199.0","32","1.25","40","2011-11-08"
"575034","15573.0","3","1.95","5.85","2011-11-08"
"575036","15249.0","3","4.95","14.850000000000001","2011-11-08"
"575037","16066.0","48","1.45","69.6","2011-11-08"
"575038","18135.0","96","1.79","171.84","2011-11-08"
"575039","15005.0","6","1.65","9.899999999999999","2011-11-08"
"575040","13381.0","4","6.25","25","2011-11-08"
"575041","17289.0","1","8.25","8.25","2011-11-08"
"575043","13047.0","1","4.95","4.95","2011-11-08"
"575045","14910.0","6","2.08","12.48","2011-11-08"
"575046","15039.0","10","2.08","20.8","2011-11-08"
"575050","16505.0","144","1.04","149.76","2011-11-08"
"575051","15957.0","1","1.25","1.25","2011-11-08"
"575053","16945.0","4","3.75","15","2011-11-08"
"575054","16945.0","10","2.08","20.8","2011-11-08"
"575059","14071.0","3","3.75","11.25","2011-11-08"
"575060","13089.0","8","4.15","33.2","2011-11-08"
"575061","14524.0","24","4.25","102","2011-11-08"
"575062","17651.0","24","0.55","13.200000000000001","2011-11-08"
"575063","16764.0","3","2.95","8.850000000000001","2011-11-08"
"575066","13668.0","4","2.1","8.4","2011-11-08"
"575068","14282.0","10","0.85","8.5","2011-11-08"
"575069","17637.0","12","2.08","24.96","2011-11-08"
"575070","17841.0","1","4.95","4.95","2011-11-08"
"575071","12990.0","10","2.08","20.8","2011-11-08"
"575072","14560.0","24","1.45","34.8","2011-11-08"
"575073","13975.0","5","0.95","4.75","2011-11-08"
"575074","15356.0","4","1.65","6.6","2011-11-08"
"575075","13975.0","75","0.42","31.5","2011-11-08"
"575076","16639.0","24","1.25","30","2011-11-08"
"575077","15406.0","8","2.95","23.6","2011-11-08"
"575078","17633.0","12","0.85","10.2","2011-11-08"
"575080","14676.0","60","1.25","75","2011-11-08"
"575083","18123.0","12","1.45","17.4","2011-11-08"
"575085","12849.0","16","6.25","100","2011-11-08"
"575086","16618.0","18","1.25","22.5","2011-11-08"
"575087","16549.0","3","0.95","2.8499999999999996","2011-11-08"
"575088","13272.0","2","12.75","25.5","2011-11-08"
"575089","13437.0","2","8.25","16.5","2011-11-08"
"575090","17515.0","4","3.29","13.16","2011-11-08"
"575091","17160.0","24","0.55","13.200000000000001","2011-11-08"
"575117","12748.0","1","2.95","2.95","2011-11-08"
"575125","15043.0","100","1.79","179","2011-11-08"
"575127","13695.0","6","2.1","12.600000000000001","2011-11-08"
"575128","16837.0","12","0.85","10.2","2011-11-08"
"575129","13110.0","12","0.39","4.68","2011-11-08"
"575131","15208.0","6","2.95","17.700000000000003","2011-11-08"
"575132","18177.0","10","0.85","8.5","2011-11-08"
"575133","14667.0","8","2.89","23.12","2011-11-08"
"575134","14667.0","10","4.25","42.5","2011-11-08"
"575135","13928.0","2","9.95","19.9","2011-11-08"
"575136","15103.0","12","1.25","15","2011-11-08"
"575137","13090.0","48","9.95","477.59999999999997","2011-11-08"
"575139","16863.0","24","0.42","10.08","2011-11-08"
"575140","18198.0","36","0.83","29.88","2011-11-08"
"575141","15615.0","12","1.65","19.799999999999997","2011-11-08"
"575143","13643.0","10","2.08","20.8","2011-11-08"
"575145","14116.0","6","1.95","11.7","2011-11-08"
"575146","17313.0","75","0.42","31.5","2011-11-08"
"575147","17937.0","12","8.5","102","2011-11-08"
"575148","13867.0","4","7.95","31.8","2011-11-08"
"575149","16626.0","4","3.75","15","2011-11-08"
"575152","16284.0","2","2.08","4.16","2011-11-08"
"575163","17961.0","1","4.95","4.95","2011-11-08"
"575164","18216.0","24","1.25","30","2011-11-08"
"575165","14342.0","4","4.25","17","2011-11-08"
"575166","17022.0","12","0.85","10.2","2011-11-08"
"575167","15153.0","12","1.25","15","2011-11-08"
"575168","15290.0","24","3.75","90","2011-11-08"
"575169","14367.0","6","2.89","17.34","2011-11-08"
"575170","17006.0","1","5.95","5.95","2011-11-08"
"575178","13798.0","10","7.08","70.8","2011-11-09"
"575179","14284.0","3","4.65","13.950000000000001","2011-11-09"
"575180","15187.0","24","12.75","306","2011-11-09"
"575181","14709.0","10","2.08","20.8","2011-11-09"
"575182","14709.0","10","1.65","16.5","2011-11-09"
"575183","13046.0","2","7.85","15.7","2011-11-09"
"575184","16839.0","144","0.72","103.67999999999999","2011-11-09"
"575185","14051.0","24","3.75","90","2011-11-09"
"575186","17611.0","24","0.29","6.959999999999999","2011-11-09"
"575187","16759.0","24","1.25","30","2011-11-09"
"575188","16759.0","10","0.82","8.2","2011-11-09"
"575189","13029.0","12","1.25","15","2011-11-09"
"575190","15189.0","12","8.15","97.80000000000001","2011-11-09"
"575191","18144.0","12","12.75","153","2011-11-09"
"575192","16205.0","24","1.45","34.8","2011-11-09"
"575194","16767.0","24","1.95","46.8","2011-11-09"
"575195","16767.0","24","0.42","10.08","2011-11-09"
"575196","16767.0","40","2.08","83.2","2011-11-09"
"575197","16767.0","24","0.42","10.08","2011-11-09"
"575198","12921.0","12","2.95","35.400000000000006","2011-11-09"
"575199","12921.0","12","1.95","23.4","2011-11-09"
"575200","12921.0","6","2.08","12.48","2011-11-09"
"575201","13629.0","50","2.1","105","2011-11-09"
"575202","13018.0","6","2.08","12.48","2011-11-09"
"575203","13018.0","24","1.79","42.96","2011-11-09"
"575204","15027.0","24","0.42","10.08","2011-11-09"
"575205","13147.0","48","4.95","237.60000000000002","2011-11-09"
"575206","14298.0","24","0.85","20.4","2011-11-09"
"575207","18172.0","12","1.25","15","2011-11-09"
"575208","18172.0","24","0.65","15.600000000000001","2011-11-09"
"575209","14214.0","24","0.29","6.959999999999999","2011-11-09"
"575210","14732.0","10","2.08","20.8","2011-11-09"
"575211","17377.0","10","1.95","19.5","2011-11-09"
"575212","14108.0","18","0.79","14.22","2011-11-09"
"575213","16210.0","32","2.55","81.6","2011-11-09"
"575214","16751.0","4","4.15","16.6","2011-11-09"
"575215","18109.0","1","9.95","9.95","2011-11-09"
"575216","13384.0","12","2.1","25.200000000000003","2011-11-09"
"575217","14794.0","3","6.95","20.85","2011-11-09"
"575218","16592.0","12","1.25","15","2011-11-09"
"575219","17511.0","100","1.45","145","2011-11-09"
"575220","17511.0","100","1.79","179","2011-11-09"
"575221","12949.0","12","1.25","15","2011-11-09"
"575222","16880.0","4","2.89","11.56","2011-11-09"
"575255","15769.0","100","1.79","179","2011-11-09"
"575256","13408.0","12","10.95","131.39999999999998","2011-11-09"
"575258","13623.0","1","3.75","3.75","2011-11-09"
"575269","17865.0","12","0.79","9.48","2011-11-09"
"575291","16656.0","72","0.72","51.839999999999996","2011-11-09"
"575296","16041.0","540","0.79","426.6","2011-11-09"
"575297","15134.0","6","2.89","17.34","2011-11-09"
"575298","17841.0","2","9.95","19.9","2011-11-09"
"575299","14691.0","24","2.89","69.36","2011-11-09"
"575300","13804.0","2","9.95","19.9","2011-11-09"
"575301","13804.0","3","4.95","14.850000000000001","2011-11-09"
"575302","17086.0","12","2.08","24.96","2011-11-09"
"575303","12893.0","18","2.08","37.44","2011-11-09"
"575304","17841.0","4","1.55","6.2","2011-11-09"
"575305","14188.0","12","3.95","47.400000000000006","2011-11-09"
"575312","13588.0","12","0.85","10.2","2011-11-09"
"575317","17402.0","80","3.39","271.2","2011-11-09"
"575318","14921.0","12","1.25","15","2011-11-09"
"575319","14836.0","3","5.95","17.85","2011-11-09"
"575320","17011.0","12","1.45","17.4","2011-11-09"
"575321","15311.0","100","1.79","179","2011-11-09"
"575322","14543.0","6","10.95","65.69999999999999","2011-11-09"
"575323","15392.0","24","0.42","10.08","2011-11-09"
"575324","14240.0","12","0.85","10.2","2011-11-09"
"575325","17293.0","2","2.08","4.16","2011-11-09"
"575328","17857.0","1200","0.25","300","2011-11-09"
"575329","17038.0","1","6.25","6.25","2011-11-09"
"575330","15152.0","12","1.65","19.799999999999997","2011-11-09"
"575331","13209.0","24","0.42","10.08","2011-11-09"
"575332","13209.0","48","1.79","85.92","2011-11-09"
"575333","13209.0","6","2.55","15.299999999999999","2011-11-09"
"575334","14493.0","8","3.75","30","2011-11-09"
"575335","12931.0","200","1.79","358","2011-11-09"
"575336","14968.0","2","0.95","1.9","2011-11-09"
"575337","17867.0","2","2.95","5.9","2011-11-09"
"575338","17867.0","1","14.95","14.95","2011-11-09"
"575339","15555.0","1","0.95","0.95","2011-11-09"
"575340","15485.0","40","2.55","102","2011-11-09"
"575342","17528.0","10","2.08","20.8","2011-11-09"
"575356","13882.0","5","4.95","24.75","2011-11-09"
"575360","16516.0","10","1.65","16.5","2011-11-09"
"575366","14621.0","12","2.1","25.200000000000003","2011-11-09"
"575367","15114.0","4","3.75","15","2011-11-09"
"575368","14482.0","1","3.35","3.35","2011-11-09"
"575369","16655.0","8","3.75","30","2011-11-09"
"575370","13522.0","8","4.25","34","2011-11-09"
"575371","14132.0","24","0.42","10.08","2011-11-09"
"575383","15986.0","12","0.85","10.2","2011-11-09"
"575384","17690.0","10","2.08","20.8","2011-11-09"
"575387","13992.0","10","0.85","8.5","2011-11-09"
"575388","12971.0","12","2.95","35.400000000000006","2011-11-09"
"575389","12971.0","24","0.85","20.4","2011-11-09"
"575390","12971.0","12","0.83","9.959999999999999","2011-11-09"
"575391","14354.0","6","2.89","17.34","2011-11-09"
"575392","14234.0","12","2.55","30.599999999999998","2011-11-09"
"575410","17705.0","10","2.08","20.8","2011-11-09"
"575415","16168.0","50","4.15","207.50000000000003","2011-11-09"
"575418","16986.0","30","2.08","62.400000000000006","2011-11-09"
"575433","16953.0","10","2.08","20.8","2011-11-09"
"575475","17702.0","10","2.08","20.8","2011-11-09"
"575476","15046.0","1","0.95","0.95","2011-11-09"
"575480","15594.0","24","1.25","30","2011-11-09"
"575481","15679.0","20","1.65","33","2011-11-09"
"575482","15916.0","1","12.75","12.75","2011-11-09"
"575483","16996.0","6","2.95","17.700000000000003","2011-11-09"
"575484","16670.0","6","2.08","12.48","2011-11-09"
"575485","18274.0","1","12.75","12.75","2011-11-09"
"575487","15450.0","8","1.25","10","2011-11-09"
"575490","15031.0","12","1.25","15","2011-11-09"
"575491","15531.0","25","0.42","10.5","2011-11-09"
"575492","18236.0","6","2.1","12.600000000000001","2011-11-10"
"575493","18210.0","36","0.39","14.040000000000001","2011-11-10"
"575494","17500.0","2","8.25","16.5","2011-11-10"
"575495","14944.0","16","1.25","20","2011-11-10"
"575496","14944.0","24","1.65","39.599999999999994","2011-11-10"
"575497","14944.0","12","2.89","34.68","2011-11-10"
"575499","16003.0","10","0.79","7.9","2011-11-10"
"575500","16003.0","12","1.25","15","2011-11-10"
"575501","16218.0","20","1.65","33","2011-11-10"
"575502","16700.0","3","4.95","14.850000000000001","2011-11-10"
"575504","14895.0","12","1.25","15","2011-11-10"
"575507","17197.0","4","3.75","15","2011-11-10"
"575509","17101.0","48","0.85","40.8","2011-11-10"
"575512","14121.0","36","0.19","6.84","2011-11-10"
"575515","17315.0","14","1.65","23.099999999999998","2011-11-10"
"575516","17340.0","36","2.1","75.60000000000001","2011-11-10"
"575517","14562.0","2","8.95","17.9","2011-11-10"
"575520","17537.0","6","2.08","12.48","2011-11-10"
"575525","13983.0","72","1.79","128.88","2011-11-10"
"575563","17521.0","6","1.65","9.899999999999999","2011-11-10"
"575574","14606.0","1","0.85","0.85","2011-11-10"
"575576","16025.0","12","1.65","19.799999999999997","2011-11-10"
"575579","13081.0","100","0.72","72","2011-11-10"
"575582","16986.0","1000","1.79","1790","2011-11-10"
"575583","14456.0","1","4.95","4.95","2011-11-10"
"575586","12981.0","16","0.83","13.28","2011-11-10"
"575587","17461.0","12","0.83","9.959999999999999","2011-11-10"
"575589","14262.0","12","1.95","23.4","2011-11-10"
"575591","17791.0","4","4.95","19.8","2011-11-10"
"575593","14226.0","24","0.55","13.200000000000001","2011-11-10"
"575595","15452.0","12","1.65","19.799999999999997","2011-11-10"
"575602","17059.0","24","1.25","30","2011-11-10"
"575603","18125.0","12","1.25","15","2011-11-10"
"575604","16011.0","12","2.55","30.599999999999998","2011-11-10"
"575605","17188.0","12","1.25","15","2011-11-10"
"575607","14096.0","1","2.46","2.46","2011-11-10"
"575609","17243.0","6","1.65","9.899999999999999","2011-11-10"
"575610","16628.0","3","4.95","14.850000000000001","2011-11-10"
"575611","17861.0","10","0.85","8.5","2011-11-10"
"575612","17416.0","36","0.39","14.040000000000001","2011-11-10"
"575618","15463.0","24","1.25","30","2011-11-10"
"575619","14712.0","24","3.75","90","2011-11-10"
"575620","17573.0","6","1.95","11.7","2011-11-10"
"575621","16892.0","1","1.95","1.95","2011-11-10"
"575622","16743.0","12","1.25","15","2011-11-10"
"575623","14064.0","1","2.08","2.08","2011-11-10"
"575624","18217.0","18","0.79","14.22","2011-11-10"
"575627","17977.0","24","0.29","6.959999999999999","2011-11-10"
"575628","12844.0","1","6.75","6.75","2011-11-10"
"575631","15184.0","4","2.95","11.8","2011-11-10"
"575633","15355.0","4","7.95","31.8","2011-11-10"
"575634","13266.0","48","0.39","18.72","2011-11-10"
"575637","16904.0","5","7.95","39.75","2011-11-10"
"575639","15289.0","12","0.79","9.48","2011-11-10"
"575640","13148.0","4","3.95","15.8","2011-11-10"
"575642","14466.0","8","2.95","23.6","2011-11-10"
"575643","13267.0","6","2.89","17.34","2011-11-10"
"575647","16440.0","6","1.65","9.899999999999999","2011-11-10"
"575652","12748.0","4","5.95","23.8","2011-11-10"
"575654","15238.0","12","1.45","17.4","2011-11-10"
"575655","16434.0","2","2.08","4.16","2011-11-10"
"575656","13319.0","10","1.65","16.5","2011-11-10"
"575657","13319.0","18","2.08","37.44","2011-11-10"
"575658","13319.0","12","2.08","24.96","2011-11-10"
"575659","13576.0","6","1.95","11.7","2011-11-10"
"575660","15297.0","12","0.83","9.959999999999999","2011-11-10"
"575668","18283.0","3","0.39","1.17","2011-11-10"
"575673","14863.0","12","1.25","15","2011-11-10"
"575674","13468.0","2","8.25","16.5","2011-11-10"
"575675","18283.0","1","1.95","1.95","2011-11-10"
"575676","13499.0","6","4.95","29.700000000000003","2011-11-10"
"575678","16169.0","3","9.95","29.849999999999998","2011-11-10"
"575680","13148.0","4","7.95","31.8","2011-11-10"
"575681","16903.0","4","2.08","8.32","2011-11-10"
"575682","12826.0","1","7.5","7.5","2011-11-10"
"575683","17389.0","192","2.55","489.59999999999997","2011-11-10"
"575684","14397.0","12","1.25","15","2011-11-10"
"575685","15694.0","48","3.39","162.72","2011-11-10"
"575686","17716.0","12","2.89","34.68","2011-11-10"
"575687","16126.0","8","3.75","30","2011-11-10"
"575688","18230.0","12","0.85","10.2","2011-11-10"
"575689","14829.0","12","2.08","24.96","2011-11-10"
"575690","14189.0","12","0.85","10.2","2011-11-10"
"575691","14180.0","1","16.95","16.95","2011-11-10"
"575693","16979.0","8","4.95","39.6","2011-11-10"
"575694","12748.0","2","0.95","1.9","2011-11-10"
"575695","17502.0","4","6.75","27","2011-11-10"
"575697","16094.0","24","0.55","13.200000000000001","2011-11-10"
"575698","16094.0","24","0.55","13.200000000000001","2011-11-10"
"575700","15111.0","24","1.65","39.599999999999994","2011-11-10"
"575701","13396.0","24","4.95","118.80000000000001","2011-11-10"
"575702","17109.0","24","1.25","30","2011-11-10"
"575703","13767.0","192","1.85","355.20000000000005","2011-11-10"
"575705","15159.0","20","1.65","33","2011-11-10"
"575706","14713.0","25","0.42","10.5","2011-11-10"
"575708","13460.0","25","0.42","10.5","2011-11-10"
"575710","17901.0","1","12.5","12.5","2011-11-10"
"575711","14560.0","12","1.45","17.4","2011-11-10"
"575712","13606.0","12","0.85","10.2","2011-11-10"
"575718","16907.0","24","3.29","78.96000000000001","2011-11-10"
"575723","14748.0","16","0.83","13.28","2011-11-10"
"575724","14608.0","3","4.95","14.850000000000001","2011-11-10"
"575725","13098.0","20","1.65","33","2011-11-10"
"575726","16791.0","1","6.95","6.95","2011-11-10"
"575727","18135.0","36","1.25","45","2011-11-10"
"575729","17932.0","12","0.85","10.2","2011-11-10"
"575730","14765.0","1","1.25","1.25","2011-11-10"
"575731","13230.0","2","2.55","5.1","2011-11-10"
"575737","14789.0","12","4.95","59.400000000000006","2011-11-11"
"575738","16790.0","12","0.83","9.959999999999999","2011-11-11"
"575740","18130.0","4","4.15","16.6","2011-11-11"
"575741","13727.0","6","2.1","12.600000000000001","2011-11-11"
"575742","14309.0","24","1.79","42.96","2011-11-11"
"575744","14035.0","12","2.95","35.400000000000006","2011-11-11"
"575745","16458.0","10","1.65","16.5","2011-11-11"
"575753","17841.0","3","1.65","4.949999999999999","2011-11-11"
"575754","17295.0","3","2.49","7.470000000000001","2011-11-11"
"575755","17015.0","6","2.89","17.34","2011-11-11"
"575756","18118.0","2","1.25","2.5","2011-11-11"
"575757","17295.0","2","1.65","3.3","2011-11-11"
"575760","15965.0","3","2.08","6.24","2011-11-11"
"575764","15965.0","12","1.25","15","2011-11-11"
"575765","17730.0","6","7.95","47.7","2011-11-11"
"575766","12856.0","2","0.83","1.66","2011-11-11"
"575767","17348.0","4","1.95","7.8","2011-11-11"
"575828","17162.0","24","0.65","15.600000000000001","2011-11-11"
"575830","14226.0","1","16.95","16.95","2011-11-11"
"575837","12748.0","20","0.39","7.800000000000001","2011-11-11"
"575838","13999.0","3","4.95","14.850000000000001","2011-11-11"
"575840","13137.0","4","2.08","8.32","2011-11-11"
"575842","15024.0","5","1.65","8.25","2011-11-11"
"575843","14446.0","25","0.42","10.5","2011-11-11"
"575846","17364.0","1","9.95","9.95","2011-11-11"
"575847","18209.0","12","1.25","15","2011-11-11"
"575848","14178.0","1","10","10","2011-11-11"
"575849","14790.0","12","1.65","19.799999999999997","2011-11-11"
"575850","17512.0","32","2.55","81.6","2011-11-11"
"575851","14662.0","1","0.95","0.95","2011-11-11"
"575852","17238.0","5","5.95","29.75","2011-11-11"
"575853","16912.0","6","2.89","17.34","2011-11-11"
"575854","14125.0","12","1.25","15","2011-11-11"
"575855","14527.0","8","1.69","13.52","2011-11-11"
"575856","16386.0","1","0.65","0.65","2011-11-11"
"575866","16107.0","48","4.95","237.60000000000002","2011-11-11"
"575867","15034.0","4","1.65","6.6","2011-11-11"
"575868","12985.0","12","1.25","15","2011-11-11"
"575869","14543.0","4","3.95","15.8","2011-11-11"
"575870","15557.0","12","1.25","15","2011-11-11"
"575873","17677.0","100","1.79","179","2011-11-11"
"575874","17054.0","1","9.95","9.95","2011-11-11"
"575876","15608.0","36","0.42","15.12","2011-11-11"
"575877","14907.0","12","2.1","25.200000000000003","2011-11-11"
"575878","13588.0","12","0.42","5.04","2011-11-11"
"575882","16671.0","144","1.06","152.64000000000001","2011-11-11"
"575885","16460.0","12","1.45","17.4","2011-11-11"
"575887","17243.0","48","0.85","40.8","2011-11-11"
"575889","16433.0","8","7.95","63.6","2011-11-11"
"575890","15602.0","2","7.95","15.9","2011-11-11"
"575891","15692.0","12","0.85","10.2","2011-11-11"
"575892","16332.0","6","1.65","9.899999999999999","2011-11-11"
"575893","17088.0","12","0.85","10.2","2011-11-11"
"575894","12748.0","576","0.2","115.2","2011-11-11"
"575895","17052.0","2","1.95","3.9","2011-11-11"
"575897","15492.0","12","1.95","23.4","2011-11-11"
"575898","16368.0","1","7.95","7.95","2011-11-11"
"575899","16133.0","6","4.15","24.900000000000002","2011-11-11"
"575902","15544.0","8","1.65","13.2","2011-11-11"
"575903","13557.0","24","0.65","15.600000000000001","2011-11-11"
"575904","18014.0","1","2.08","2.08","2011-11-11"
"575905","13732.0","8","2.1","16.8","2011-11-11"
"575908","13091.0","18","0.79","14.22","2011-11-11"
"575910","14836.0","2","1.5","3","2011-11-11"
"575911","17314.0","2","9.95","19.9","2011-11-11"
"575914","17071.0","12","2.1","25.200000000000003","2011-11-11"
"575915","15903.0","48","3.75","180","2011-11-11"
"575917","13895.0","24","0.55","13.200000000000001","2011-11-11"
"575918","17191.0","10","0.39","3.9000000000000004","2011-11-11"
"575919","15311.0","144","1.45","208.79999999999998","2011-11-11"
"575920","15473.0","120","2.55","306","2011-11-11"
"575922","15681.0","12","2.95","35.400000000000006","2011-11-11"
"575923","17069.0","10","1.65","16.5","2011-11-11"
"575924","17069.0","24","0.42","10.08","2011-11-11"
"575929","13310.0","6","2.95","17.700000000000003","2011-11-11"
"575931","16560.0","1","25","25","2011-11-13"
"575932","16923.0","5","1.65","8.25","2011-11-13"
"575935","17838.0","24","1.25","30","2011-11-13"
"575936","17041.0","10","1.65","16.5","2011-11-13"
"575937","12935.0","10","2.08","20.8","2011-11-13"
"575938","17790.0","2","4.25","8.5","2011-11-13"
"575939","13004.0","24","0.55","13.200000000000001","2011-11-13"
"575941","16438.0","9","1.45","13.049999999999999","2011-11-13"
"575942","15599.0","4","4.95","19.8","2011-11-13"
"575943","17920.0","2","0.95","1.9","2011-11-13"
"575944","16571.0","6","4.15","24.900000000000002","2011-11-13"
"575945","15864.0","144","1.06","152.64000000000001","2011-11-13"
"575946","13892.0","24","2.55","61.199999999999996","2011-11-13"
"575948","14661.0","24","1.25","30","2011-11-13"
"575949","16711.0","36","3.45","124.2","2011-11-13"
"575950","16983.0","3","8.95","26.849999999999998","2011-11-13"
"575951","13450.0","96","0.36","34.56","2011-11-13"
"575952","16015.0","1","0.95","0.95","2011-11-13"
"575954","17211.0","2","2.1","4.2","2011-11-13"
"575955","14044.0","2","1.65","3.3","2011-11-13"
"575956","14487.0","1","2.08","2.08","2011-11-13"
"575957","13170.0","1","2.95","2.95","2011-11-13"
"575958","15021.0","1","9.95","9.95","2011-11-13"
"575959","14547.0","10","2.08","20.8","2011-11-13"
"575960","15429.0","2","7.95","15.9","2011-11-13"
"575961","16794.0","4","4.95","19.8","2011-11-13"
"575964","15021.0","2","2.95","5.9","2011-11-13"
"575965","13426.0","12","0.42","5.04","2011-11-13"
"575966","13984.0","10","2.95","29.5","2011-11-13"
"575967","16794.0","1","2.95","2.95","2011-11-13"
"575968","14882.0","24","3.75","90","2011-11-13"
"575969","13571.0","6","2.08","12.48","2011-11-13"
"575970","16416.0","18","1.25","22.5","2011-11-13"
"575971","13700.0","12","0.85","10.2","2011-11-13"
"575972","14499.0","1","1.95","1.95","2011-11-13"
"575975","13536.0","12","1.65","19.799999999999997","2011-11-13"
"575976","15271.0","4","2.95","11.8","2011-11-13"
"575977","17287.0","1","1.45","1.45","2011-11-13"
"575978","15903.0","24","1.25","30","2011-11-13"
"575979","14784.0","12","1.25","15","2011-11-13"
"575981","15500.0","36","0.42","15.12","2011-11-13"
"575982","13798.0","6","1.06","6.36","2011-11-13"
"575983","13379.0","1","1.25","1.25","2011-11-13"
"575984","17068.0","10","2.08","20.8","2011-11-13"
"575985","17841.0","2","3.75","7.5","2011-11-13"
"575986","13018.0","1","9.95","9.95","2011-11-13"
"575987","13018.0","6","2.08","12.48","2011-11-13"
"575988","13018.0","2","16.65","33.3","2011-11-13"
"575989","14698.0","3","0.95","2.8499999999999996","2011-11-13"
"576014","17218.0","1","8.5","8.5","2011-11-13"
"576025","13232.0","2","2.95","5.9","2011-11-13"
"576045","15022.0","2","7.95","15.9","2011-11-13"
"576050","15022.0","1","39.95","39.95","2011-11-13"
"576052","15787.0","1","8.25","8.25","2011-11-13"
"576053","16726.0","2","2.1","4.2","2011-11-13"
"576054","15787.0","3","0.39","1.17","2011-11-13"
"576055","15449.0","12","2.1","25.200000000000003","2011-11-13"
"576056","17720.0","12","0.83","9.959999999999999","2011-11-13"
"576057","15861.0","3","0.85","2.55","2011-11-13"
"576058","15654.0","72","1.06","76.32000000000001","2011-11-13"
"576059","15411.0","1","8.25","8.25","2011-11-13"
"576060","13681.0","5","2.95","14.75","2011-11-13"
"576061","13146.0","6","3.75","22.5","2011-11-13"
"576062","12867.0","16","1.69","27.04","2011-11-13"
"576063","15502.0","4","4.95","19.8","2011-11-13"
"576065","15005.0","4","0.39","1.56","2011-11-13"
"576066","16898.0","1","12.75","12.75","2011-11-13"
"576067","14227.0","3","8.5","25.5","2011-11-13"
"576068","14788.0","10","4.95","49.5","2011-11-13"
"576069","13603.0","6","0.42","2.52","2011-11-13"
"576070","13451.0","4","2.1","8.4","2011-11-13"
"576071","18069.0","1","2.95","2.95","2011-11-13"
"576073","16930.0","4","1.25","5","2011-11-13"
"576074","13178.0","12","2.1","25.200000000000003","2011-11-13"
"576075","15861.0","2","3.75","7.5","2011-11-13"
"576076","14382.0","200","0.04","8","2011-11-13"
"576077","16720.0","1","8.25","8.25","2011-11-13"
"576078","14432.0","4","1.65","6.6","2011-11-13"
"576079","16877.0","1","5.95","5.95","2011-11-13"
"576080","18211.0","6","2.95","17.700000000000003","2011-11-14"
"576081","15203.0","48","0.39","18.72","2011-11-14"
"576084","15365.0","12","1.25","15","2011-11-14"
"576085","15365.0","6","2.1","12.600000000000001","2011-11-14"
"576086","15365.0","6","4.95","29.700000000000003","2011-11-14"
"576088","17450.0","50","5.17","258.5","2011-11-14"
"576089","17663.0","12","2.95","35.400000000000006","2011-11-14"
"576090","17450.0","320","3.2","1024","2011-11-14"
"576091","16779.0","2","9.95","19.9","2011-11-14"
"576092","18263.0","24","1.65","39.599999999999994","2011-11-14"
"576093","17744.0","12","0.39","4.68","2011-11-14"
"576094","16401.0","8","0.83","6.64","2011-11-14"
"576095","14904.0","36","0.19","6.84","2011-11-14"
"576096","13549.0","12","1.65","19.799999999999997","2011-11-14"
"576097","14494.0","8","3.75","30","2011-11-14"
"576098","14862.0","6","2.95","17.700000000000003","2011-11-14"
"576099","13021.0","24","0.29","6.959999999999999","2011-11-14"
"576111","15113.0","24","3.25","78","2011-11-14"
"576112","14902.0","6","3.25","19.5","2011-11-14"
"576121","14530.0","1","8.95","8.95","2011-11-14"
"576137","15482.0","24","1.79","42.96","2011-11-14"
"576147","16303.0","12","1.65","19.799999999999997","2011-11-14"
"576148","15671.0","1","15","15","2011-11-14"
"576172","15482.0","100","0.72","72","2011-11-14"
"576175","15291.0","24","4.15","99.60000000000001","2011-11-14"
"576176","16936.0","10","2.08","20.8","2011-11-14"
"576179","13694.0","100","1.45","145","2011-11-14"
"576180","13694.0","144","0.72","103.67999999999999","2011-11-14"
"576181","15572.0","2","0.95","1.9","2011-11-14"
"576182","12938.0","8","1.69","13.52","2011-11-14"
"576184","14735.0","4","3.75","15","2011-11-14"
"576186","14735.0","2","8.5","17","2011-11-14"
"576187","17228.0","2","7.95","15.9","2011-11-14"
"576188","15168.0","12","1.45","17.4","2011-11-14"
"576189","14684.0","24","2.55","61.199999999999996","2011-11-14"
"576190","15039.0","4","3.75","15","2011-11-14"
"576191","17377.0","5","4.95","24.75","2011-11-14"
"576196","17658.0","36","0.83","29.88","2011-11-14"
"576198","17538.0","12","0.85","10.2","2011-11-14"
"576200","15572.0","1","0.95","0.95","2011-11-14"
"576201","14606.0","1","1.25","1.25","2011-11-14"
"576202","13767.0","12","2.95","35.400000000000006","2011-11-14"
"576212","18082.0","2","8.25","16.5","2011-11-14"
"576213","18117.0","2","0.95","1.9","2011-11-14"
"576214","15863.0","1","2.95","2.95","2011-11-14"
"576215","17652.0","1","15","15","2011-11-14"
"576217","17081.0","1","6.95","6.95","2011-11-14"
"576219","15838.0","400","1.79","716","2011-11-14"
"576220","15838.0","72","0.36","25.919999999999998","2011-11-14"
"576221","15838.0","100","1.79","179","2011-11-14"
"576224","15458.0","12","1.25","15","2011-11-14"
"576225","13277.0","30","1.65","49.5","2011-11-14"
"576228","15033.0","1","0.95","0.95","2011-11-14"
